40,"Filecoin","$3,217,942,948","$5.78","557,282,658","$153,776,125","1.64 %",2024-05-30 00:19:22
41,"Cronos","$3,120,279,816","$0.12","26,768,208,911","$10,351,327","-0.40 %",2024-05-30 00:19:22
42,"Stellar","$3,095,818,598","$0.11","29,007,467,423","$56,008,708","0.74 %",2024-05-30 00:19:22
44,"The Graph","$2,947,129,568","$0.31","9,509,178,817","$90,360,192","0.03 %",2024-05-30 00:19:22
46,"Stacks","$2,838,951,093","$1.93","1,461,913,230","$41,381,010","-0.74 %",2024-05-30 00:19:22
47,"OKB","$2,748,215,687","$45.84","60,000,000","$7,541,718","0.12 %",2024-05-30 00:19:22
51,"VeChain","$2,557,484,693","$0.04","72,714,516,834","$49,065,986","1.91 %",2024-05-30 00:19:22
52,"Arweave","$2,543,449,867","$38.88","65,454,186","$85,551,383","1.61 %",2024-05-30 00:19:22
53,"Monero","$2,517,184,233","$138.89","18,147,820","$44,122,919","0.71 %",2024-05-30 00:19:22
55,"Maker","$2,488,789,433","$2,684.29","927,655","$58,694,812","1.55 %",2024-05-30 00:19:22
58,"Fantom","$2,260,167,340","$0.81","2,803,634,836","$220,347,707","1.09 %",2024-05-30 00:19:22
59,"Theta Network","$2,217,966,001","$2.22","1,000,000,000","$27,621,931","-0.03 %",2024-05-30 00:19:22
60,"THORChain","$2,206,746,097","$6.59","334,754,838","$199,806,458","2.30 %",2024-05-30 00:19:22
60,"BitTorrent","$2,498,507,941","$0.00","932,497,500,000","$1,038,436","-2.73 %",2024-05-30 00:19:22
68,"Algorand","$1,550,105,810","$0.19","8,168,410,207","$43,462,347","0.22 %",2024-05-30 00:19:22
72,"Aave","$1,530,201,472","$103.12","14,820,329","$115,466,989","3.80 %",2024-05-30 00:19:22
75,"Chiliz","$1,398,568,815","$0.16","8,888,888,888","$261,699,575","1.00 %",2024-05-30 00:19:22
77,"Flow","$1,368,379,057","$0.91","1,510,362,347","$30,592,603","0.13 %",2024-05-30 00:19:22
79,"Quant","$1,317,372,207","$90.63","14,544,176","$17,170,260","2.74 %",2024-05-30 00:19:22
81,"Bitcoin SV","$1,224,758,233","$62.10","19,708,203","$16,005,909","9.24 %",2024-05-30 00:19:22
89,"Axie Infinity","$1,132,651,889","$7.80","145,269,135","$58,913,139","2.05 %",2024-05-30 00:19:22
93,"MultiversX","$1,078,120,603","$39.97","26,999,338","$27,703,515","5.02 %",2024-05-30 00:19:22
94,"NEO","$1,052,680,050","$14.91","70,530,000","$30,164,579","1.63 %",2024-05-30 00:19:22
96,"Gate","$1,041,818,681","$7.99","130,359,278","$6,518,772","0.15 %",2024-05-30 00:19:22
98,"DxChain Token","$94,790,225","$0.00","0","$156,923","3.37 %",2024-05-30 00:19:22
100,"KuCoin","$976,162,285","$10.21","95,820,962","$123,492","-0.30 %",2024-05-30 00:19:22
100,"Aave LINK","$330,885,424","$25.19","0","$11,646,285","3.32 %",2024-05-30 00:19:22
1173,"Perth Mint Gold Token","$2,065,882","$1,786.56","1,157","$12,755","-0.03 %",2024-05-30 00:19:22
1508,"Digix Gold Token","$1,169,772","$45.22","25,792","$0","-1.00 %",2024-05-30 00:19:22
5920,"AurusGOLD","$0","$58.85","0","$41,716","-0.09 %",2024-05-30 00:19:22
1,"Bitcoin","$1,327,748,588,540","$67,456.00","19,705,156","$25,365,865,359","0.71 %",2024-05-30 00:29:14
2,"Ethereum","$450,089,095,483","$3,753.97","120,138,397","$15,309,468,522","0.44 %",2024-05-30 00:29:14
3,"Tether","$111,837,374,910","$1.00","111,962,821,346","$43,321,571,573","-0.06 %",2024-05-30 00:29:14
4,"BNB","$91,414,464,646","$594.43","153,856,150","$772,247,126","0.65 %",2024-05-30 00:29:14
5,"Solana","$77,339,829,600","$168.43","459,625,548","$2,624,330,642","15.52 %",2024-05-30 00:29:14
7,"USD Coin","$32,147,041,054","$1.00","32,157,937,936","$6,454,838,331","-0.02 %",2024-05-30 00:29:14
8,"XRP","$28,911,791,743","$0.52","55,430,475,754","$922,438,972","1.41 %",2024-05-30 00:29:14
9,"Dogecoin","$23,648,054,198","$0.16","144,491,436,384","$1,278,362,676","1.15 %",2024-05-30 00:29:14
10,"Shiba Inu","$16,045,947,466","$0.00","589,262,948,563,210","$1,835,522,946","0.89 %",2024-05-30 00:29:14
11,"Cardano","$15,968,835,583","$0.45","35,375,448,061","$311,530,804","2.12 %",2024-05-30 00:29:14
13,"Avalanche","$14,265,624,692","$36.35","392,920,076","$383,889,016","3.10 %",2024-05-30 00:29:14
14,"Chainlink","$10,886,220,062","$18.56","587,099,971","$612,935,464","1.47 %",2024-05-30 00:29:14
15,"Wrapped Bitcoin","$10,455,220,668","$67,282.00","155,255","$192,343,689","0.71 %",2024-05-30 00:29:14
16,"Polkadot","$9,790,445,968","$7.16","1,370,015,416","$225,664,189","0.81 %",2024-05-30 00:29:14
17,"TRON","$9,780,427,132","$0.11","87,388,704,388","$310,270,473","0.92 %",2024-05-30 00:29:14
18,"Bitcoin Cash","$9,183,913,471","$466.54","19,712,334","$229,923,944","16.32 %",2024-05-30 00:29:14
19,"NEAR Protocol","$8,207,656,634","$7.62","1,080,470,465","$294,213,845","-0.57 %",2024-05-30 00:29:14
20,"Uniswap","$7,897,981,333","$10.51","753,766,667","$287,810,120","1.56 %",2024-05-30 00:29:14
21,"Polygon","$6,641,791,396","$0.72","9,282,943,566","$391,378,300","1.55 %",2024-05-30 00:29:14
22,"Litecoin","$6,212,794,728","$83.45","74,584,758","$297,215,830","2.73 %",2024-05-30 00:29:14
24,"Internet Computer","$5,616,377,394","$12.13","464,361,300","$77,660,034","-1.66 %",2024-05-30 00:29:14
26,"LEO Token","$5,520,536,741","$5.97","926,305,003","$1,956,772","4.71 %",2024-05-30 00:29:14
27,"Dai","$5,313,358,472","$1.00","5,314,272,730","$296,610,299","-0.03 %",2024-05-30 00:29:14
29,"Ethereum Classic","$4,463,663,067","$30.34","147,300,688","$189,207,673","5.24 %",2024-05-30 00:29:14
34,"Hedera","$3,684,393,284","$0.10","35,749,981,467","$65,669,581","1.28 %",2024-05-30 00:29:14
35,"Cosmos Hub","$3,384,104,225","$8.67","390,688,370","$207,913,881","-2.10 %",2024-05-30 00:29:14
40,"Filecoin","$3,217,942,948","$5.78","557,282,658","$153,776,125","1.64 %",2024-05-30 00:29:14
41,"Cronos","$3,120,279,816","$0.12","26,768,208,911","$10,351,327","-0.40 %",2024-05-30 00:29:14
42,"Stellar","$3,095,818,598","$0.11","29,007,467,423","$56,008,708","0.74 %",2024-05-30 00:29:14
44,"The Graph","$2,947,129,568","$0.31","9,509,178,817","$90,360,192","0.03 %",2024-05-30 00:29:14
46,"Stacks","$2,838,951,093","$1.93","1,461,913,230","$41,381,010","-0.74 %",2024-05-30 00:29:14
47,"OKB","$2,748,215,687","$45.84","60,000,000","$7,541,718","0.12 %",2024-05-30 00:29:14
51,"VeChain","$2,557,484,693","$0.04","72,714,516,834","$49,065,986","1.91 %",2024-05-30 00:29:14
52,"Arweave","$2,543,449,867","$38.88","65,454,186","$85,551,383","1.61 %",2024-05-30 00:29:14
53,"Monero","$2,517,184,233","$138.89","18,147,820","$44,122,919","0.71 %",2024-05-30 00:29:14
55,"Maker","$2,488,789,433","$2,684.29","927,655","$58,694,812","1.55 %",2024-05-30 00:29:14
58,"Fantom","$2,260,167,340","$0.81","2,803,634,836","$220,347,707","1.09 %",2024-05-30 00:29:14
59,"Theta Network","$2,217,966,001","$2.22","1,000,000,000","$27,621,931","-0.03 %",2024-05-30 00:29:14
60,"THORChain","$2,206,746,097","$6.59","334,754,838","$199,806,458","2.30 %",2024-05-30 00:29:14
60,"BitTorrent","$2,498,507,941","$0.00","932,497,500,000","$1,038,436","-2.73 %",2024-05-30 00:29:14
68,"Algorand","$1,550,105,810","$0.19","8,168,410,207","$43,462,347","0.22 %",2024-05-30 00:29:14
72,"Aave","$1,530,201,472","$103.12","14,820,329","$115,466,989","3.80 %",2024-05-30 00:29:14
75,"Chiliz","$1,398,568,815","$0.16","8,888,888,888","$261,699,575","1.00 %",2024-05-30 00:29:14
77,"Flow","$1,368,379,057","$0.91","1,510,362,347","$30,592,603","0.13 %",2024-05-30 00:29:14
79,"Quant","$1,317,372,207","$90.63","14,544,176","$17,170,260","2.74 %",2024-05-30 00:29:14
81,"Bitcoin SV","$1,224,758,233","$62.10","19,708,203","$16,005,909","9.24 %",2024-05-30 00:29:14
89,"Axie Infinity","$1,132,651,889","$7.80","145,269,135","$58,913,139","2.05 %",2024-05-30 00:29:14
93,"MultiversX","$1,078,120,603","$39.97","26,999,338","$27,703,515","5.02 %",2024-05-30 00:29:14
94,"NEO","$1,052,680,050","$14.91","70,530,000","$30,164,579","1.63 %",2024-05-30 00:29:14
96,"Gate","$1,041,818,681","$7.99","130,359,278","$6,518,772","0.15 %",2024-05-30 00:29:14
98,"DxChain Token","$94,790,225","$0.00","0","$156,923","3.37 %",2024-05-30 00:29:14
100,"KuCoin","$976,162,285","$10.21","95,820,962","$123,492","-0.30 %",2024-05-30 00:29:14
100,"Aave LINK","$330,885,424","$25.19","0","$11,646,285","3.32 %",2024-05-30 00:29:14
1173,"Perth Mint Gold Token","$2,065,882","$1,786.56","1,157","$12,755","-0.03 %",2024-05-30 00:29:14
1508,"Digix Gold Token","$1,169,772","$45.22","25,792","$0","-1.00 %",2024-05-30 00:29:14
5920,"AurusGOLD","$0","$58.85","0","$41,716","-0.09 %",2024-05-30 00:29:14
